DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2005-0014-AUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,AUS,Australia,Australia and New Zealand,Oceania,"Eyre peninsula (Ceduna (DC), Cleve (DC), Elliston (DC), Franklin Harbour (DC), Kimba (DC), Lower Eyre Peninsula (DC), Port Augusta (C), Port Lincoln (C), Streaky Bay (DC), Tumby Bay (DC), Whyalla (C), Wudinna (DC) districts, South Australia province)","High temperature, violent winds",,No,No,No,,1000,Km2,,,,2005,1,4,2005,1,26,12,20,200,,220,,,20000,32970,40000,65941,60.66033175,"[{""adm2_code"":5264,""adm2_name"":""Ceduna (DC)""},{""adm2_code"":5267,""adm2_name"":""Cleve (DC)""},{""adm2_code"":5270,""adm2_name"":""Elliston (DC)""},{""adm2_code"":5272,""adm2_name"":""Franklin Harbour (DC)""},{""adm2_code"":5279,""adm2_name"":""Kimba (DC)""},{""adm2_code"":5281,""adm2_name"":""Wudinna (DC)""},{""adm2_code"":5283,""adm2_name"":""Lower Eyre Peninsula (DC)""},{""adm2_code"":5301,""adm2_name"":""Port Augusta (C)""},{""adm2_code"":5302,""adm2_name"":""Port Lincoln (C)""},{""adm2_code"":5310,""adm2_name"":""Streaky Bay (DC)""},{""adm2_code"":5314,""adm2_name"":""Tumby Bay (DC)""},{""adm2_code"":5322,""adm2_name"":""Whyalla (C)""}]","[{""gid_2"":""AUS.8.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ceduna""},{""gid_2"":""AUS.8.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cleve""},{""gid_2"":""AUS.8.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Elliston""},{""gid_2"":""AUS.8.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Franklin Harbour""},{""gid_2"":""AUS.8.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kimba""},{""gid_2"":""AUS.8.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lower Eyre Peninsula""},{""gid_2"":""AUS.8.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Augusta""},{""gid_2"":""AUS.8.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Lincoln""},{""gid_2"":""AUS.8.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Streaky Bay""},{""gid_2"":""AUS.8.60_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tumby Bay""},{""gid_2"":""AUS.8.68_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Whyalla""},{""gid_2"":""AUS.8.69_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wudinna""}]",2005-12-01,2025-12-20
2005-0367-PRT,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,PRT,Portugal,Southern Europe,Europe,"Porto, Castelo Branco provinces",,,No,No,No,,,Km2,,,,2005,5,15,2005,7,14,15,136,,,136,,,,,1650000,2720064,60.66033175,"[{""adm1_code"":2390,""adm1_name"":""Castelo Branco""},{""adm1_code"":2408,""adm1_name"":""Porto""}]","[{""gid_1"":""PRT.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Porto""},{""gid_1"":""PRT.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Castelo Branco""}]",2007-02-21,2025-12-20
2005-0430-MYS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,MYS,Malaysia,South-eastern Asia,Asia,"Port Klang city (Kelang district, Selangor province), Kuala Selangor district (Selangor province)",,Pollution,No,No,Yes,,,Km2,,,,2005,8,9,2005,8,9,,,,,,,,,,,,60.66033175,"[{""adm2_code"":37456,""adm2_name"":""Kelang""},{""adm2_code"":37458,""adm2_name"":""Kuala Selangor""}]","[{""gid_2"":""MYS.15.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Klang""},{""gid_2"":""MYS.15.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuala Selangor""}]",2005-09-12,2025-12-20
2005-0430-THA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,THA,Thailand,South-eastern Asia,Asia,"Satun, Phatthalung, Pattani, Yala, Narathiwat, Phuket, Songkhla provinces",,Pollution,No,No,No,,,Km2,,,,2005,8,,2005,8,,,,,,,,,,,,,60.66033175,"[{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2887,""adm1_name"":""Pattani""},{""adm1_code"":2890,""adm1_name"":""Phatthalung""},{""adm1_code"":2898,""adm1_name"":""Phuket""},{""adm1_code"":2910,""adm1_name"":""Satun""},{""adm1_code"":2913,""adm1_name"":""Songkhla""},{""adm1_code"":2925,""adm1_name"":""Yala""}]","[{""gid_1"":""THA.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Narathiwat""},{""gid_1"":""THA.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pattani""},{""gid_1"":""THA.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Phatthalung""},{""gid_1"":""THA.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Phuket""},{""gid_1"":""THA.61_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Satun""},{""gid_1"":""THA.64_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Songkhla""},{""gid_1"":""THA.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Yala""}]",2005-09-12,2025-12-20
2005-0460-CAN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,CAN,Canada,Northern America,Americas,Ontario province,Dry wetaher and heat wave,,No,No,No,,275,Km2,,,,2005,8,,2005,8,,,,,,,,,,,,,60.66033175,"[{""adm1_code"":833,""adm1_name"":""Ontario""}]","[{""gid_2"":""CAN.9.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Frontenac""},{""gid_2"":""CAN.9.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Greater Sudbury""},{""gid_2"":""CAN.9.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Grey""},{""gid_2"":""CAN.9.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Haldimand-Norfolk""},{""gid_2"":""CAN.9.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Haliburton""},{""gid_2"":""CAN.9.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Halton""},{""gid_2"":""CAN.9.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Hamilton""},{""gid_2"":""CAN.9.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Hastings""},{""gid_2"":""CAN.9.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Huron""},{""gid_2"":""CAN.9.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kawartha Lakes""},{""gid_2"":""CAN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Algoma""},{""gid_2"":""CAN.9.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kenora""},{""gid_2"":""CAN.9.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Lambton""},{""gid_2"":""CAN.9.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Lanark""},{""gid_2"":""CAN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Leeds and Grenville""},{""gid_2"":""CAN.9.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Lennox and Addington""},{""gid_2"":""CAN.9.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Manitoulin""},{""gid_2"":""CAN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Brant""},{""gid_2"":""CAN.9.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Middlesex""},{""gid_2"":""CAN.9.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Muskoka""},{""gid_2"":""CAN.9.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Niagara""},{""gid_2"":""CAN.9.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Nipissing""},{""gid_2"":""CAN.9.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Northumberland""},{""gid_2"":""CAN.9.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ottawa""},{""gid_2"":""CAN.9.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Oxford""},{""gid_2"":""CAN.9.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Parry Sound""},{""gid_2"":""CAN.9.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Peel""},{""gid_2"":""CAN.9.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Perth""},{""gid_2"":""CAN.9.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Bruce""},{""gid_2"":""CAN.9.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Peterborough""},{""gid_2"":""CAN.9.41_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Prescott and Russell""},{""gid_2"":""CAN.9.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Prince Edward""},{""gid_2"":""CAN.9.43_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Rainy River""},{""gid_2"":""CAN.9.44_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Renfrew""},{""gid_2"":""CAN.9.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Simcoe""},{""gid_2"":""CAN.9.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Stormont, Dundas and Glengarry""},{""gid_2"":""CAN.9.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Sudbury""},{""gid_2"":""CAN.9.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Thunder Bay""},{""gid_2"":""CAN.9.49_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Timiskaming""},{""gid_2"":""CAN.9.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Chatham-Kent""},{""gid_2"":""CAN.9.50_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Toronto""},{""gid_2"":""CAN.9.51_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Waterloo""},{""gid_2"":""CAN.9.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Wellington""},{""gid_2"":""CAN.9.53_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""York""},{""gid_2"":""CAN.9.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Cochrane""},{""gid_2"":""CAN.9.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Dufferin""},{""gid_2"":""CAN.9.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Durham""},{""gid_2"":""CAN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Elgin""},{""gid_2"":""CAN.9.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Essex""}]",2005-09-06,2025-12-20
2005-0724-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma provinces",,,No,No,Yes,,,Km2,,,,2005,12,27,2006,1,4,5,,,1410,1410,,,,,100000,164852,60.66033175,"[{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]","[{""gid_1"":""USA.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Oklahoma""},{""gid_1"":""USA.44_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Texas""}]",2007-01-17,2025-12-20
2006-0444-ESP,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ESP,Spain,Southern Europe,Europe,Galicia province,Human,,No,No,No,,,Km2,,,,2006,8,4,2006,8,15,4,,,,,,,120000,191641,659000,1052427,62.61719478,"[{""adm1_code"":2728,""adm1_name"":""Galicia""}]","[{""gid_1"":""ESP.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Galicia""}]",2006-08-24,2025-12-20
2006-0374-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,USA,United States of America,Northern America,Americas,California province,,,No,No,Yes,,350,Km2,,,,2006,7,9,2006,7,14,1,17,,150,167,,,,,16000,25552,62.61719478,"[{""adm1_code"":3218,""adm1_name"":""California""}]","[{""gid_1"":""USA.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""California""}]",2006-07-20,2025-12-20
2006-0759-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,East Amarillo Complex Fire,USA,United States of America,Northern America,Americas,Texas,,,No,No,No,,,Km2,,,,2006,3,,2006,3,,12,,,300,300,,,,,150000,239551,62.61719478,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]","[{""gid_1"":""USA.44_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Texas""}]",2024-03-11,2025-12-20
2007-0294-ITA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,"Abruzzi, Sardegna, Sicilia, Calabria provinces, Napoli district (Campania province),",,,No,No,Yes,,,Km2,,,,2007,7,,2007,8,,11,,,,,,,,,,,64.40346368,"[{""adm1_code"":1616,""adm1_name"":""Abruzzi""},{""adm1_code"":1618,""adm1_name"":""Calabria""},{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm2_code"":18332,""adm2_name"":""Napoli""}]","[{""gid_1"":""ITA.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sardegna""},{""gid_1"":""ITA.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sicily""},{""gid_1"":""ITA.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Abruzzo""},{""gid_1"":""ITA.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Calabria""},{""gid_2"":""ITA.5.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Napoli""}]",2008-01-10,2025-12-20
2007-0329-SPI,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,SPI,Canary Islands,Northern Africa,Africa,"Grand Canaria Island (Las Palmas district, Canarias province), Tenerife Island (Santa Cruz de Tenerife district, Canarias province)",,,No,No,No,,,Km2,,,,2007,7,,2007,8,,,,300,105,405,,,,,,,64.40346368,"[{""adm2_code"":25789,""adm2_name"":""Las Palmas""},{""adm2_code"":25790,""adm2_name"":""Santa Cruz de Tenerife""}]","[{""gid_2"":""ESP.14.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Las Palmas""},{""gid_2"":""ESP.14.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santa Cruz de Tenerife""}]",2007-08-07,2025-12-20
2007-0519-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,USA,United States of America,Northern America,Americas,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",,Storm,No,No,Yes,,,Km2,,,,2007,10,21,2007,10,24,8,64,640000,,640064,,,1900000,2950152,2500000,3881779,64.40346368,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28894,""adm2_name"":""Orange""},{""adm2_code"":28897,""adm2_name"":""Riverside""},{""adm2_code"":28900,""adm2_name"":""San Bernardino""},{""adm2_code"":28901,""adm2_name"":""San Diego""},{""adm2_code"":28906,""adm2_name"":""Santa Barbara""},{""adm2_code"":28920,""adm2_name"":""Ventura""}]","[{""gid_2"":""USA.5.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Los Angeles""},{""gid_2"":""USA.5.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Orange""},{""gid_2"":""USA.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Riverside""},{""gid_2"":""USA.5.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Bernardino""},{""gid_2"":""USA.5.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Diego""},{""gid_2"":""USA.5.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santa Barbara""},{""gid_2"":""USA.5.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ventura""}]",2008-03-12,2025-12-20
2008-0253-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,California province,"Lightening, drought, wind",,No,No,Yes,,3500,Km2,,,,2008,6,20,2008,7,9,1,,,300,300,,,,,102000,152521,66.87597418,"[{""adm1_code"":3218,""adm1_name"":""California""}]","[{""gid_1"":""USA.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""California""}]",2008-08-12,2025-12-20
2008-0392-MOZ,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,MOZ,Mozambique,Sub-Saharan Africa,Africa,"Manica, Sofala, Zambezia provinces",,,No,No,No,,,Km2,,,,2008,9,1,2008,9,2,49,23,,3000,3023,,,,,,,66.87597418,"[{""adm1_code"":2115,""adm1_name"":""Manica""},{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2122,""adm1_name"":""Zambezia""}]","[{""gid_1"":""MOZ.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Zambezia""},{""gid_1"":""MOZ.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Manica""},{""gid_1"":""MOZ.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sofala""}]",2008-09-12,2025-12-20
2009-0178-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,USA,United States of America,Northern America,Americas,Santa Barbara district (California province),Record temperatures and strong winds,,No,No,No,,,Km2,,,,2009,5,5,2009,5,11,,29,,234,263,,,,,100000,150064,66.63820107,"[{""adm2_code"":28906,""adm2_name"":""Santa Barbara""}]","[{""gid_2"":""USA.5.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santa Barbara""}]",2010-03-07,2025-12-20
2009-0264-COD,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Tshikula, Dibaya cities (Lulua district, Kasai Occidental province), Kongolo city (Tanganyka district, Katanga province), Mukishi city (Haut-Lomani district, Katanga province)",,,No,No,No,,,Km2,,,,2009,7,12,2009,7,12,,,,125,125,,,,,,,66.63820107,"[{""adm2_code"":14976,""adm2_name"":""Lulua""},{""adm2_code"":14981,""adm2_name"":""Haut-Lomami""},{""adm2_code"":14986,""adm2_name"":""Tanganyka""}]","[{""gid_2"":""COD.24.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nyunzu""},{""gid_2"":""COD.24.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kabalo""},{""gid_2"":""COD.24.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kalemie""},{""gid_2"":""COD.24.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kalemie (ville)""},{""gid_2"":""COD.24.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kaoze""},{""gid_2"":""COD.24.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kongolo""},{""gid_2"":""COD.24.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kongolo (ville)""},{""gid_2"":""COD.24.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Manono""},{""gid_2"":""COD.24.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Manono (ville)""},{""gid_2"":""COD.24.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Moba""},{""gid_2"":""COD.4.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bukama""},{""gid_2"":""COD.4.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kabongo""},{""gid_2"":""COD.4.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kamina""},{""gid_2"":""COD.4.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kamina (ville)""},{""gid_2"":""COD.4.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kaniama""},{""gid_2"":""COD.4.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Malemba-Nkulu""},{""gid_2"":""COD.7.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Demba""},{""gid_2"":""COD.7.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dibaya""},{""gid_2"":""COD.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dimbelenge""},{""gid_2"":""COD.7.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kazumba""},{""gid_2"":""COD.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Luiza""},{""gid_2"":""COD.7.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tshimbulu""}]",2009-07-23,2025-12-20
2009-0271-ITA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,"Sardegna, Sicilia provinces",,,No,No,No,,,Km2,,,,2009,7,20,2009,7,27,2,,,,,,,,,115000,172574,66.63820107,"[{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""}]","[{""gid_1"":""ITA.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sardegna""},{""gid_1"":""ITA.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sicily""}]",2010-03-07,2025-12-20
2010-0352-RUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",GLIDE:WF-2010-000147,,RUS,Russian Federation,Eastern Europe,Europe,"Nizhniy city (Krasnodarskiy Kray province), Novgorodskaya Oblast, Riazan city (Ryazanskaya Oblast province), Lipetskaya Oblast, Voronezhskaya Oblast, Belgorodskaya Oblast, Ivanovskaya Oblast, Moskva, Moskovskaya Oblast provinces",Heat wave and drought,Heat wave,Yes,No,Yes,700,,Km2,,,,2010,7,,2010,8,6,53,996,5000,,5996,,,20000,29529,1800000,2657568,67.73109453,"[{""adm1_code"":2495,""adm1_name"":""Belgorodskaya Oblast""},{""adm1_code"":2507,""adm1_name"":""Ivanovskaya Oblast""},{""adm1_code"":2530,""adm1_name"":""Lipetskaya Oblast""},{""adm1_code"":2534,""adm1_name"":""Moskovskaya Oblast""},{""adm1_code"":2535,""adm1_name"":""Moskva""},{""adm1_code"":2540,""adm1_name"":""Novgorodskaya Oblast""},{""adm1_code"":2574,""adm1_name"":""Voronezhskaya Oblast""}]","[{""gid_1"":""RUS.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ivanovo""},{""gid_1"":""RUS.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Lipetsk""},{""gid_1"":""RUS.43_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus1"",""name_1"":""Moscow City""},{""gid_1"":""RUS.44_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Moskva""},{""gid_1"":""RUS.49_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Novgorod""},{""gid_1"":""RUS.79_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Voronezh""},{""gid_1"":""RUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Belgorod""}]",2014-07-28,2025-12-20
